index,Enc. Variable 0,Enc. Variable 1,Enc. Variable 2,Enc. Variable 3,Enc. Variable 4,Enc. Variable 5,Enc. Variable 6,Enc. Variable 7,Enc. Variable 8
230,1.2195714,-0.20062551,-1.0377182,0.2512643,-0.026980758,0.52798635,-0.42614043,0.8911092,0.57520103
231,0.5157239,-0.5103689,-0.5694909,0.59285116,-0.090944685,0.077595815,-1.1094313,0.43546453,0.32137996
232,-0.17524648,-0.30517262,0.15382253,0.12886311,0.9878743,0.52670085,1.9352046,0.11381991,0.06937315
233,0.42477337,-0.9232302,0.8432962,-1.3406885,0.9256762,0.081723236,-0.70566547,-0.46674347,0.4931277
234,-0.8013135,-1.0824714,-0.37952492,0.079757884,0.08252881,0.25481278,1.9494116,0.252764,0.3323154
235,0.8524276,-0.95147324,-0.74580795,0.15357456,0.7300366,-0.8108331,-0.24459296,-0.013102114,0.58966744
236,-0.24548522,0.84537816,-1.2678393,-0.6930443,1.3498693,-0.18474567,0.15490977,-0.48972392,0.6881215
237,0.15365066,-0.07196063,-0.52665466,0.0474806,0.8411467,-1.6919038,-0.82596594,-0.39808983,0.049736187
238,0.4718051,0.4397197,-2.0993705,0.49358532,0.90994674,-0.40323544,0.6641964,-0.20634209,0.081991285
239,-0.09331712,0.08007218,-0.7950239,0.28241122,0.3761533,-1.4926734,0.74891907,-0.27501315,0.9413672
240,0.1280935,0.3225835,-0.98521024,0.28014737,1.0059568,-1.4826343,-0.4620916,-0.43255156,0.46038246
241,-0.21214043,-0.4216013,-0.9093569,0.78408325,-0.69968474,0.0008829683,-1.5978819,0.45693195,0.16316833
242,-1.0541415,-0.3015439,0.5371627,1.1527344,0.30769354,0.061693497,0.089631096,0.3586241,1.0458537
243,-0.13305363,-1.2802569,-0.43051672,-1.1158738,0.9948237,-1.0354273,-0.03414127,0.66889405,0.089750536
244,-0.65664214,-0.13104159,0.8241296,-0.5632281,0.49391496,0.62836844,1.4612701,0.72921115,-0.21772674
245,0.99103403,0.33612067,-0.105595715,-0.7324339,0.71542823,-0.6708915,0.7720536,-0.5507446,0.3497511
246,-0.69387436,-0.55707055,0.7219252,0.59907776,0.43286264,0.5596016,1.465807,0.2223179,0.32837552
247,-0.5331456,-0.65828013,1.2262363,-0.79903424,0.32625094,-0.73093045,-1.1257156,-1.0343251,-0.087483086
248,0.32819933,-1.4004213,0.9702727,-1.0327394,1.0719559,0.41950047,0.2231377,-0.78289855,0.48789895
249,-0.41806078,-0.684609,1.4019399,-0.8708575,0.1953615,-0.12466561,-0.29352045,-0.3336073,-0.4565577
250,-0.6708754,-0.45580983,1.670331,-0.19476153,0.3223501,0.34756958,0.36161315,0.4626234,0.98090124
251,0.86643285,1.0905241,-0.7368529,-0.2696903,1.00647,-0.23514834,0.2691499,-0.1573378,0.21851176
252,1.194332,-0.5690242,0.23894128,0.22154365,0.17985436,-0.38978112,-0.80333626,0.4978252,0.18412913
253,0.24514726,-0.18194899,0.35967508,0.064946115,0.81816274,-1.7409452,-0.45245892,-0.7028518,0.043730557
254,0.6193657,-0.92113024,-1.2534418,-0.8191555,0.9870512,0.2630111,-0.49094856,0.47210377,0.021233492
255,-0.26475337,-0.075848445,1.481548,-0.7946073,0.04439643,0.5558207,-0.052031916,0.33431846,0.19768074
256,-0.10011829,0.8490382,-0.4183917,-0.19452114,-1.1521679,-0.13106778,0.42375177,0.48690265,-0.99477434
257,-0.5752247,-0.3157691,1.0885947,-1.3267986,0.26705557,0.001731623,0.16113901,-0.25189576,-0.54566574
258,0.017513711,0.41480115,1.4170301,-1.0651257,0.6219553,0.762756,-0.14293885,-0.76966166,0.009965077
259,1.4507089,0.53834784,0.4483095,-0.118958056,0.017733634,-0.17334451,-1.1717919,-0.49758774,-0.85574484
260,-0.63185793,0.6840834,-0.63547224,0.76427084,0.7993821,-0.6730365,-0.4899932,-0.866268,1.1987548
261,0.014247987,-0.3062824,0.2376076,-0.9551827,-0.7085569,-1.3612307,0.57486886,-0.61789334,-0.34960294
262,-0.008642841,-0.63914984,-0.15648912,-1.0138881,-0.23275983,-1.1251168,-0.4238384,0.3480977,-0.75529385
263,1.0930022,-0.054950953,0.52079904,-0.12967122,0.23328613,-0.34656435,0.8414902,-0.8375835,-0.51034814
264,0.25458798,-0.7008529,-0.21699636,-0.9888347,-1.0831109,-0.117414676,-0.5565626,-0.6507251,0.46098283
265,0.012141928,0.48606354,-1.3151765,0.26593128,-0.3055347,-1.2382238,-0.62201506,-0.25071004,-0.39288396
266,-0.9085638,0.04963819,-0.78815955,0.008476881,0.77296966,-1.1723046,-1.1711382,-0.17828898,-0.1613434
267,-0.42328593,1.5786263,-0.84328014,0.24075681,-0.22687215,-0.21092157,0.4066657,0.2754181,0.59723127
268,0.3461555,-0.45662892,0.78777474,-0.8499392,0.29987025,1.2080337,0.22139907,0.7740525,-0.8515245
269,0.18339103,0.54006666,0.47228834,-0.843911,1.9897338,-0.8029359,-0.15063398,-0.7654344,0.12581149
270,0.39123487,-0.6229616,0.47026145,-0.4232896,-0.115989015,1.3628056,0.8833048,0.82010293,-0.44959077
271,-0.117500216,0.30210587,-1.3598146,-0.5746299,0.18651065,-1.3588551,-0.61086214,0.34229657,-0.62120897
272,0.15104282,1.1226374,-1.6307375,0.20676331,-0.4954945,-0.43634793,0.01839652,-0.045148313,-0.116892055
273,-0.017535666,-0.31456587,-0.40676582,-0.84162724,0.81015027,-1.7806479,-0.3660716,-0.026112657,-0.19636634
274,-0.032975703,-0.458519,0.34843966,-0.45102075,-0.40308732,-1.4120853,-0.3159517,-0.61600184,-0.121601894
275,1.986085,-0.42350522,-0.55096644,-0.04060003,-0.020279706,-0.06527022,0.3636614,0.08566767,-1.1073867
276,-0.64416283,1.3276702,-0.69694984,-0.15998289,-0.4352551,-0.28497288,1.0391631,-0.28348258,-0.55371
277,0.76174045,-0.17152113,0.054769974,-0.6992552,1.7364264,-0.1678493,-0.018976748,-0.079127714,0.19772115
278,1.7370278,-0.24800621,1.0245814,0.15478036,-0.037160113,0.53163135,0.6538698,-0.43238157,-0.27758607
279,-0.243978,0.89970124,-0.4305749,1.0558931,-1.5455434,-1.1580793,0.3468771,0.44617647,-0.23002748
280,-0.021794394,-0.42099336,1.0920902,0.58197325,1.2976236,0.59140235,0.14383414,0.5181196,0.74327147
281,-0.27658972,0.77121603,0.40296486,0.48692954,-0.21233153,-0.90335464,-1.0813937,-1.8941615,-0.66204387
282,0.8307582,-0.17623171,0.51816773,0.6065477,-0.2761596,0.4332133,-0.06350258,-0.040307358,0.057927504
283,-0.45935357,0.049996972,1.2233368,-0.33886093,-0.26054543,0.26476592,1.3378403,0.3127388,-1.4304701
284,0.67966014,-0.7522888,0.26423758,0.03290996,-0.68460166,0.26286376,2.13279,0.6056059,-0.1579538
285,1.3382823,0.9083052,-0.61994535,-0.0052583814,-0.27998054,0.41622657,0.4110995,-0.18091023,-1.1846385
286,0.53447205,1.099436,0.95922595,-0.53835845,-0.67585254,0.8624584,-0.11568051,0.7900404,0.43907183
287,-0.23474987,-0.027387116,0.27700514,0.3664242,-0.7321798,-0.8451772,-0.15516174,-0.90498227,-0.65776443
288,0.6884931,0.10581438,0.30268687,0.6695832,-0.12311539,0.6507775,1.2142025,-0.106983356,-0.305137
289,0.37276778,0.089332856,1.6391963,0.9133907,0.6053897,-0.050491758,0.65593666,-0.036989123,0.53335476
290,0.056919686,-0.6099237,0.54599124,0.46590453,-1.2456645,-1.1408726,0.04929389,-0.75929713,-1.1762837
291,-0.28521454,-0.5260912,-0.16043994,-1.020165,-0.9910648,-0.4988711,0.4297871,1.3277683,-1.159588
292,0.17562875,0.72809625,0.38390404,0.0059662387,-0.52405894,0.6398135,0.45635137,-0.97490203,-0.04236494
293,1.2279516,0.1666644,-0.00268686,-0.33399463,-0.7219552,1.6004058,0.2149759,0.6444855,-0.657834
294,-1.0007317,0.19838923,1.4808019,-0.43461758,-0.34385073,-0.6124771,1.0732697,0.35893673,-1.2345197
295,0.2096599,-0.7035581,-0.04172884,-0.27269876,-1.1372609,-0.43789914,1.5452143,0.7198441,-0.21950239
296,0.36423868,-0.6789479,1.1058388,1.2257524,0.037063196,0.30921978,0.7131843,-0.10620181,0.6684344
297,0.81353104,0.48602527,-0.7638476,-1.347637,-0.6237256,0.17579901,0.6438945,1.2147131,-1.1760879
298,-0.56123865,-0.15183558,1.4012436,0.53504324,-1.1818079,-0.56221163,-0.24826649,-0.72450894,-0.5799018
299,0.8803582,-0.14449523,-0.03054744,-0.99087214,0.11406851,0.1512624,0.43143573,0.29346257,0.25525624
300,-0.7283294,0.586873,0.19221526,-0.21867943,-1.5624644,0.23701477,-0.021409735,0.13247049,-0.11683181
301,1.1312737,0.14499168,1.0144837,0.3313468,-0.6468896,-0.44697636,1.2818351,0.5250155,-0.841833
302,-0.17203505,0.3676929,1.3983879,-0.16689433,-0.5724674,-0.45788208,0.30278438,-0.6040683,-1.7795583
303,-0.26564032,0.33802116,0.5746267,-0.6445525,-1.7525449,0.07363108,-0.2732254,1.2496223,-1.5347457
304,0.8815138,1.3265852,0.65589345,-0.64369154,0.93818253,1.3010429,0.4202848,-0.25068834,-0.763177
305,0.5319157,-0.4777871,0.8281105,-0.19180378,0.18866979,-1.06736,1.3760595,0.39162374,0.008549094
306,0.9160786,0.07326856,1.0480354,1.1231657,-0.2812476,0.8521636,0.85101724,-0.68216693,-0.2098837
307,-0.8675896,0.46608895,-0.7316747,1.0135206,-0.9270681,0.030640703,-1.2535149,-1.3986216,-0.10696998
308,-0.92237145,-0.61021847,0.49096408,0.8164717,-0.8996661,-0.7971825,-0.21574959,-0.33081597,-0.8508388
309,-0.28134415,0.10181581,0.4046479,0.6463184,-0.8386715,-0.25412276,-0.69825613,-0.89602983,-0.67984384
310,-0.015170068,0.66012836,1.6236181,-0.40367433,-0.302732,0.37203047,0.7709677,0.59617263,-1.2257351
311,0.57486194,-0.63784117,0.05802501,0.7414962,-0.90976936,-0.45808986,-0.7737027,-0.12658617,-0.021609753
312,0.52357125,0.48622504,-0.43823066,0.2775547,-0.1174697,0.8883791,-1.5419806,-0.049367562,0.05318305
313,0.55660254,-0.82904947,0.050646186,-0.45700356,-0.9666027,-0.3954348,-1.267516,0.5729306,-0.05611348
314,1.1109053,-0.56175756,1.1083915,0.1035029,-0.91750944,-0.5634906,-0.6264979,-0.46241868,0.32233405
315,0.6796752,0.44250658,-0.65555024,-0.42906946,0.65827864,-0.15405777,-1.3561224,0.31395793,-0.33659256
316,-0.2811803,0.077213645,-1.1905575,0.35439813,0.7192644,0.0103212055,-1.727218,0.19421242,0.63939303
317,0.8565657,-0.0462,-0.1582545,0.71848774,0.018349782,-0.11020789,-0.84549665,-0.4199575,0.40595746
318,0.6102268,-0.7862427,-0.35419312,0.116310656,0.31283697,-0.16090634,-0.9813252,0.30356374,0.3339365
319,0.98209053,-0.8611293,-0.4521075,1.2365189,-0.13859726,-0.16939016,0.47214317,0.70216715,1.0503234
320,-0.7141113,-0.42073217,0.4020072,1.0402963,-0.8258831,0.6819018,-1.1084824,0.40424135,0.7733649
321,0.57256544,-1.2064958,-0.631245,0.15641418,-0.79260075,-0.6837284,-0.62901825,0.512517,-0.0609392
322,0.89917815,-0.38338196,-1.1851598,0.5032612,-0.36608407,-0.6210768,0.3937117,-0.058084756,0.50681305
323,0.35542846,0.1952631,-0.5680764,0.16880028,-0.6926476,-0.54997945,-1.312907,-0.4067649,0.6238453
324,0.16280024,-1.6379364,-0.5332496,-0.014124021,0.654439,0.5883664,-0.8670958,1.569336,0.14494845
325,0.40943596,1.0659494,0.063580096,-0.69744396,0.8827569,1.1669014,1.3103359,0.57735026,-0.447236
326,0.82189983,0.7219267,-1.2849082,1.0183848,0.19603306,-0.40079784,0.46236524,0.9179253,-0.0115068555
327,0.23071991,-1.2391205,0.010294624,0.365057,-0.43310094,-0.07822355,-1.143338,0.525223,-0.60630333
328,0.710074,1.006467,-0.3406523,-0.2932158,1.00755,0.8563185,-1.1659055,-0.24780683,0.5807171
329,-0.119675934,0.030136714,-1.7314262,-0.3218845,0.75746036,1.7151093,-0.2093538,0.0921246,0.098142125
330,-0.85689723,-1.3292023,0.75254107,0.3861906,-0.78831184,0.22002167,-1.2129527,-0.20808995,0.5311295
331,1.3115085,0.75000876,-1.2012447,1.1349432,0.39980504,-0.7661641,0.780424,0.16564852,-0.4462
332,0.83370894,-1.4277053,-0.2358273,0.69378567,-0.073549874,-1.1163074,-0.16448578,0.56727576,0.11164191
333,0.7611285,0.39812922,-0.93628186,1.1469415,0.63043606,-0.7680313,1.1596296,0.209883,0.07665115
334,0.7679188,1.2955185,-0.3101377,-0.29679197,0.31943154,-0.07193689,0.5498021,-0.40295875,-0.46572605
335,1.2137609,-0.5521825,-0.6489551,0.51758254,-0.78321713,0.2580005,-0.2520367,-0.01983644,-0.059566587
336,0.79483163,0.42370555,-0.79409397,0.55878985,0.61039066,-0.22460762,-0.80384165,0.108081564,0.62784475
337,0.75292885,-1.3091,-0.118236095,0.11683248,-0.682351,-0.101915866,-0.5659938,0.24511938,0.20397648
338,0.58892524,-1.133254,-1.2149668,0.40280268,-0.16467083,0.43354166,-0.6006982,0.50499594,0.5437547
339,0.85315126,-0.5625742,-1.2003416,0.5028494,-0.49707985,-1.1166214,-0.3281875,0.6277702,0.5010394
340,0.9927126,0.7638849,-1.6073122,0.47650474,0.49853712,0.8795395,-0.24491382,0.38974568,0.28722566
341,0.823839,1.0767828,-0.73964447,0.76837516,0.14715241,0.46457827,0.96392065,0.41549882,-0.44203517
342,0.65420467,1.1588528,-0.8779415,0.17246258,-0.27920148,0.880317,-0.9554461,-0.13159819,0.31579587
343,0.8700852,-0.9245377,-0.17786986,0.17539726,-0.4023379,0.26903534,-0.82070744,0.98825634,-0.47175112
344,1.4555998,0.28651938,-1.5680155,0.53222686,0.58050853,-0.16427583,0.03684371,0.42498565,-0.22745113
345,0.18610153,-0.9215255,-0.8101425,0.3280944,-0.38310912,-0.48101628,-1.2737224,0.76172614,0.45240414
346,-0.10753972,-0.5873407,-0.6477677,1.037074,-0.85857624,0.8982684,-0.7437961,0.22848353,0.50811917
347,-0.43607515,-1.7797914,0.1216062,-0.10745494,-0.7127537,1.0945415,-0.35362557,0.06265391,0.729682
348,0.8357002,-0.021486627,-0.5589788,-0.47697467,1.7318237,1.3513398,1.0486629,-0.8497432,-0.7723835
349,0.6852505,-0.35632572,-1.4724126,0.5849846,-0.34703007,-0.18875103,-0.83576643,1.0795698,-0.0051767677
350,1.657749,0.21155779,-1.0118788,0.6148436,0.73109573,0.03186384,0.5077214,0.5419426,0.5858351
351,0.84843224,0.76333296,-1.2791371,0.645354,1.1651114,0.20071504,-0.9228809,0.6304077,1.1503986
352,0.11879562,-1.5494528,0.33816892,-0.16168208,0.38024125,0.3144598,-1.3964002,0.6075128,0.05418399
353,0.15927482,-1.3948212,0.33056638,-0.114670336,0.35633683,-0.017865773,-1.2101892,1.1741457,0.48152313
354,0.44935495,-0.9912366,-0.30116513,0.30454597,0.079901785,-0.28754216,-1.0012898,0.52574617,0.46268424
355,-0.5226513,-0.38853064,-0.5515289,-0.16369623,0.18805249,-0.23086241,-1.9927459,0.43169928,0.35912544
356,0.79857314,-1.4301775,0.22664542,-0.3011579,0.15308915,-0.27256978,-0.6917336,0.8224061,-0.2197059
357,1.5945513,-0.3513492,-1.3950998,0.3806684,0.67124885,-0.25923562,0.79532266,0.6605403,0.4756914
358,1.3622353,0.74220604,-1.0247746,0.3847753,0.20538226,0.059143417,0.65090287,0.25472724,-0.08867403
359,0.97926867,-1.5080216,0.52812165,0.38983405,-0.3126829,0.90828437,0.029798578,-0.26632565,-0.12273679
360,-0.5494852,0.668245,-0.10241483,-1.1719445,0.84521204,0.11337981,0.72013605,-0.36866346,0.6596982
361,-1.478608,1.0914203,0.46810144,-0.93102056,0.7253229,0.21289536,0.9992187,0.3804798,-0.1756175
362,-0.3460861,1.3211356,0.48720026,-0.51345515,-0.15406792,0.20424986,0.6039577,0.21482368,0.40991104
363,-0.1826944,0.33473244,0.023246683,-1.6727469,0.935705,-0.2846133,1.0194236,-0.33905393,-0.66996604
364,0.87136745,0.75811195,-1.158256,-0.6887961,0.45541513,-0.7926813,-0.4970266,-0.13010657,-0.31126118
365,-0.5246122,0.7499372,-1.4206338,-1.1308137,0.526991,0.3122196,0.2633736,-0.30006453,-0.12887998
366,-0.4604876,-0.45050174,1.3819126,-0.2008205,-0.0033027232,0.588019,0.50807184,0.3033666,0.640144
367,-0.012051344,-0.4172493,1.4250135,-0.90165854,0.6430711,0.8034607,0.55851686,-0.33321333,-0.08379921
368,-1.0243835,6.9182366e-05,-0.83234805,-0.060134947,0.7206321,-1.2223238,-1.247564,-0.4785048,0.12645856
369,-0.4708316,-0.24461374,-0.06930608,-0.3913976,-0.28997076,-0.730603,-0.9334982,-0.42941386,-0.48428845
370,-0.407877,0.3867369,-0.88533187,-0.95128846,-0.22586368,1.2189946,1.7601112,0.27137887,-0.53826004
371,0.37586063,-0.6128363,-1.3956182,-0.012161598,0.7651607,0.29950824,1.0678328,-0.6417389,0.031605765
372,-0.9502527,1.166551,0.9759859,-0.27772236,-0.2981772,0.5135269,0.6907066,0.17692378,0.09894323
373,0.2690113,-0.43321222,1.0149457,-0.6853808,0.42988342,-0.6262872,0.2015988,-1.3002939,0.6039302
374,0.09166212,-0.25124592,1.6373385,-0.45210165,0.9435725,0.2876788,0.286872,-0.033231884,-0.049356308
375,1.4691925,-0.28615004,-0.5950875,-0.7868183,-0.17435752,0.60827255,0.7602444,1.2017405,0.36733505
376,1.3345447,0.2898609,0.10726765,-0.47519955,-0.1346103,0.0053781196,-0.6106769,-0.65288234,0.32981867
377,0.05214365,-0.6544324,-0.36704785,0.22019702,0.5205345,0.9401585,1.719735,-0.21973187,-0.0030695498
378,-0.20130886,-0.35606056,-0.22665411,-1.3956228,0.5673248,-0.3012913,-0.41003314,0.16005352,0.22501604
379,-0.17524865,-0.6795212,0.2619431,-1.2846948,0.308289,0.007441316,0.20095107,-0.8560574,-0.067917764
380,0.44846398,-0.078850836,-0.44761044,-1.0772042,1.1434219,-0.5009305,-0.17626643,0.12139547,0.05997149
381,0.18072487,0.055153396,-0.48578113,-1.2023994,0.775516,-0.08313821,0.85716796,-0.23876312,0.4792443
382,0.31686646,0.53863543,0.0018661171,-0.91258115,0.78384507,0.07281692,0.3476393,-0.8198248,0.7853979
383,-1.1460056,0.669847,-0.32475656,-1.2988884,0.48462546,0.06033063,0.8953503,0.4388999,0.025362868
384,-1.1430423,1.350685,0.28540015,-1.2380352,-0.044107575,-0.22996822,0.40940207,0.0040481314,-0.59857494
385,-0.68365395,-0.94270635,1.003325,-0.17319801,0.46610865,1.0734683,0.5225839,0.7893507,0.8447812
386,0.015928548,-0.5952256,0.6673454,-0.5538169,-0.04845034,-0.9585539,-0.6240391,-0.42544487,-0.12506951
387,-0.37019295,0.4668564,-1.0091395,-1.1645085,0.38685563,-0.011768788,0.724386,-0.610652,0.6645752
388,0.99202126,1.0128952,-0.13659944,-0.7852527,0.36837274,0.075390495,-0.11577216,-1.0240014,-0.30976012
389,-1.6498437,0.9305989,-0.16532578,-1.1560847,0.89667505,-0.17049539,0.30344775,-0.2166306,-0.2631628
390,-0.9867236,1.2760338,0.4973475,-0.84766686,0.53045386,1.139834,0.8773111,0.79803693,-0.8569931
391,0.29722506,0.41760257,-0.7658685,-1.0366443,1.2477162,-0.2216684,-0.12642044,0.059823796,-0.28196672
392,0.11777477,-0.3421365,0.24944381,-0.7396576,-0.19527736,-0.6323494,-1.4802191,0.10517767,-0.82427984
393,-0.08701856,1.4587154,-0.1688315,-0.5436511,0.4910198,0.1687816,0.7841948,-0.20056655,0.45584133
394,0.06920444,1.1390643,-0.27405405,-0.6946027,-0.023116665,-0.26622355,0.7072551,-0.069141716,0.95491827
395,0.21528046,1.1277263,0.0019296408,-0.50188154,0.49306375,-0.009287953,0.28346366,-0.8800889,0.76530045
396,0.5308748,0.73428786,-0.3341994,-0.7925483,0.5901591,0.21850352,-0.16530424,-0.5362824,0.28951007
397,1.2647161,-0.23723558,0.7190134,0.9450097,-0.6944785,0.6697476,-0.19286971,-0.21750887,0.7976298
398,-0.4612676,-0.23202214,-1.153246,-0.043372884,0.41306567,-1.7916648,-0.16735944,-0.43888217,0.35686123
399,-0.940382,-0.01367867,0.5057816,0.6910876,1.1767772,-0.66467285,-0.03192599,-0.75058264,1.000526
400,-0.08839399,0.8849483,-0.37315544,0.040670898,-0.10236472,-0.71512234,-0.27469087,-0.8535165,1.2143022
401,-0.828352,1.3706806,-0.5490655,0.19004983,0.15644868,-0.38833752,-0.034582593,-1.1011513,0.5176363
402,0.9994752,0.6882711,-0.025520949,-0.53123885,1.0230042,-1.0127199,0.19079313,-0.37129122,0.42119706
403,0.71890426,0.0021241587,0.03908209,-0.6550031,1.6530979,-0.15551579,0.027989447,-0.16817689,0.20305578
404,-1.1781429,-1.1046355,-1.0771375,-0.38827467,0.5144849,-0.965779,-0.9682103,0.599584,-0.23043683
405,-0.77274674,1.1014755,-0.58409625,-0.21425183,0.52354497,-0.65274245,0.65848774,-0.2761639,0.8497029
406,-1.0562842,0.21945098,-0.32953808,-1.2110932,0.9633028,-0.6705699,1.132662,-0.56368434,0.51853895
407,0.09954122,-0.8193314,0.6813715,-1.3109062,0.48680466,0.026662506,0.30938935,-0.8258881,0.32657373
408,-2.2542138,0.58892065,-0.34513316,-0.6064374,0.2784599,-0.04515385,0.30658567,0.9361037,-1.1912173
409,-0.35618612,-0.6380908,-0.020626858,-1.3896757,-0.06920203,0.16054599,0.32502258,-0.45859793,-0.15912995
410,0.39508158,0.8206409,0.63980144,-1.3072505,-0.70378166,-0.80958146,-0.20555916,0.41370076,-0.47111714
411,0.73536026,0.14407343,0.49930337,-1.3768724,-0.4270965,-0.57417375,-0.3797403,-0.501452,-2.0233636
412,0.029455509,-0.5505842,0.6412253,-0.96899134,1.3464882,0.90947056,-0.123794064,-0.23735118,0.65514034
413,-0.48399854,-0.9558263,0.79571617,-1.2508439,-0.87805647,0.38878253,-0.5395443,-0.7826952,-0.55931646
414,-1.206942,1.2879488,0.07631661,0.016399749,0.4915396,-0.023901716,0.9485778,0.28700748,0.58586264
415,-0.1423161,-1.2269844,0.2002056,-1.1000165,-0.07516712,-1.277797,0.3942009,-0.36597815,0.2725399
416,0.37091878,-0.26541546,0.9737349,-0.452497,0.5111213,-0.53048277,0.18913865,-1.0929819,0.59792113
417,-0.906173,-0.88957036,-0.1170122,-0.22972733,0.10935061,-1.9573722,0.03828833,-0.52501416,-1.172076
418,-0.23892169,-0.8944131,0.88280964,-0.82675683,-0.14253457,-0.8488663,-0.9792091,0.07050885,-0.74515676
419,-0.32044497,-0.8919923,-0.19475052,-0.3331352,0.7403213,-0.2753689,1.807699,0.039439935,-0.004062377
420,0.51542926,0.85342056,-1.5491482,-0.39388046,0.11324836,-0.45595714,0.27795732,0.011914194,0.4115712
421,0.42961174,0.5055692,0.21027724,-1.5065114,0.02132387,-0.3261609,-0.026169408,0.6856456,-0.46266112
422,1.2140949,0.79280114,-0.6003517,-0.6906516,0.32545766,-0.0020124018,0.31937894,-0.46112245,0.14950442
423,-0.9056425,1.905211,0.12191581,-0.737146,0.48617816,0.41764283,0.87295645,0.33479732,-0.5736381
424,-0.29546583,-0.7577608,0.39186305,-1.1129434,-0.12814566,0.38178912,0.9750335,-0.016008373,0.3433479
425,-0.81114435,-0.96489877,0.940466,-1.5271337,0.1759877,-0.4172657,-0.24813473,-1.0387977,-0.399609
426,0.40434307,0.9457168,-0.947704,-0.44877037,0.7640403,-0.9038453,0.4570685,-0.9120484,-0.37497535
427,0.0656786,1.1802309,0.07274145,-0.36826056,1.056142,-0.8036034,1.0021563,-0.8213593,-0.34961385
428,-0.32397085,-1.0444317,0.67885005,-0.07995919,-0.28145415,-0.5717851,0.9510067,-0.44638738,0.109636836
429,0.09893921,-0.25285208,0.40031138,0.34888697,-0.0106803775,-1.760499,0.57939637,-1.1224372,0.117175445
430,-0.9792598,1.0589066,0.47891542,-0.9523089,-0.6911398,0.55065036,-0.7150462,0.5032268,-1.3310928
431,-0.7322651,1.133821,-0.30047747,-1.6623341,0.15493537,0.3587785,0.3094447,-0.037322283,-0.29112533
432,0.018383741,0.021271639,-0.10411826,-0.5798364,1.1840936,-1.2496926,0.13641556,-0.13778746,-0.56668204
433,0.17532267,-0.77274,-0.22045475,-1.6565173,-0.22820766,-0.02283486,-0.37351903,-0.16645254,0.43200585
434,0.55674714,0.69593984,0.36747235,0.9096773,-0.06727208,-0.88892585,1.6043776,1.3109285,-0.22741687
435,-0.4507415,0.18837178,-0.3849902,-1.2240252,-0.23084363,0.4902511,0.49139288,-0.08440335,0.610744
436,-0.7039851,-0.49951202,1.8579583,-0.014991473,0.24948102,-1.0053482,0.45040256,0.121456325,-0.45300323
437,0.55574346,1.6879613,0.80283976,0.00039368682,-0.95524377,-0.50198174,0.2892108,0.78465813,-0.7559094
438,0.2906727,-0.6678482,-0.8236408,-1.2988498,0.5735582,-1.1020894,0.7602559,0.046248235,-0.13861674
439,1.4272904,0.038479425,-0.4167071,0.27111107,0.46424174,-0.5984353,-0.7562271,0.13720801,0.06761226
440,-0.53330094,0.4775755,-0.54173607,0.26081237,0.74552906,-1.123442,0.031206585,-0.66688627,-0.33469033
441,-1.1887252,1.1955329,0.4826836,-1.4118083,0.22237553,-0.03932625,0.7512465,-0.24353643,-0.6270038
442,-0.9499027,0.2633775,-0.20068249,-1.6100975,0.25927055,-0.11552367,0.3983171,-0.041933957,0.0639441
443,-0.41030142,0.47517353,-0.8153833,-1.0965655,0.32902363,0.26884386,0.5882248,-0.4704355,0.21165574
444,-0.8070264,0.023482181,-1.4495236,-0.2975716,0.45875603,-1.2165116,0.6319706,-0.44152865,-1.4118385
445,-0.15492095,0.91321486,-0.35325134,-0.7341301,0.5307485,-1.1923152,-0.45588022,-0.8886081,-0.21876322
446,-1.3760626,0.70182157,-1.3511618,-0.2519371,-0.8200996,-0.48285544,-1.4416071,-0.09349631,-0.06405152
447,-0.49820414,1.5819496,0.28390384,-0.0036350153,0.7622175,-0.48713028,0.5924748,-0.73204625,-0.14230959
448,-0.2856156,0.10859284,-0.59454113,-1.1693861,1.3101854,0.5490209,0.1045766,-0.99710286,-0.017958663
449,0.037521683,0.62411314,-0.14320149,-1.578805,0.20471168,-0.083908714,-0.08050171,-0.5048585,-0.98263526
450,-0.5068723,-0.19326857,-1.0676297,-0.082332216,0.1937859,-1.9369075,-0.1466403,-0.030303806,0.61839604
451,0.11675685,0.14457254,1.3887117,-0.5799393,0.24039538,-0.44929248,0.31669006,-0.005757112,-0.36582202
452,-1.1270328,0.92101103,-0.7456989,-0.7953443,0.14264391,0.22500351,0.06732585,-0.057031713,0.7039693
453,-0.23186266,-1.5227494,0.4020902,-0.92286706,0.2524887,-0.17906404,0.11725603,-0.6936578,0.9798312
454,-1.569519,0.19231346,0.98733234,-0.568092,-0.43881994,1.0250727,-0.006400764,1.6157645,-1.7734168
455,0.47939977,-0.6484552,-1.4666625,-1.0233102,0.18072468,0.62412596,0.88553715,0.031414676,0.27268258
456,-0.89235353,-1.2372427,-1.1347632,-0.41985303,-0.5820284,-1.0963275,0.22649783,0.0074591488,0.14714316
457,-0.62974024,-0.87351805,0.052735224,-0.3356959,0.25337112,-0.45783487,-1.6702446,-0.22355843,0.7220509
458,-1.8173319,-0.1076458,-0.6238457,0.53115666,-1.1470885,0.5977001,-0.53023374,0.97930586,0.23989418
459,0.013447233,1.1998719,0.55042744,-1.4399862,0.8922684,1.1645554,0.23970534,1.1802015,0.32829884
